teamName,year,seed_points,results
Duke,2010,16,CHMP
Kansas,2010,16,R32
Syracuse,2010,16,S16
Kentucky,2010,16,E8
Ohio St.,2010,15,S16
Kansas St.,2010,15,E8
West Virginia,2010,15,F4
Baylor,2010,14,E8
Wisconsin,2010,13,R32
Purdue,2010,13,S16
BYU,2010,10,R32
Texas A&M,2010,12,R32
California,2010,9,R32
Butler,2010,12,F2
Maryland,2010,13,R32
Georgetown,2010,14,R64
Clemson,2010,10,R64
Villanova,2010,15,R32
Missouri,2010,7,R32
Xavier,2010,11,S16
Temple,2010,12,R64
Texas,2010,9,R64
Michigan St.,2010,12,F4
Marquette,2010,11,R64
Minnesota,2010,6,R64
Washington,2010,6,S16
Utah St.,2010,5,R64
Northern Iowa,2010,8,S16
Oklahoma St.,2010,10,R64
Georgia Tech,2010,7,R32
Florida St.,2010,8,R64
Tennessee,2010,11,E8
UNLV,2010,9,R64
Notre Dame,2010,11,R64
Pittsburgh,2010,14,R32
UTEP,2010,5,R64
Dayton,2010,0,NIT
Gonzaga,2010,9,R32
Vanderbilt,2010,13,R64
Old Dominion,2010,6,R32
Arizona St.,2010,0,NIT
Saint Mary's,2010,7,S16
Mississippi St.,2010,0,NIT
San Diego St.,2010,6,R64
Virginia Tech,2010,0,NIT
Louisville,2010,8,R64
New Mexico,2010,14,R32
Richmond,2010,10,R64
Florida,2010,7,R64
Mississippi,2010,0,NIT
Cornell,2010,5,S16
Memphis,2010,0,NIT
VCU,2010,0,NIT
Wake Forest,2010,8,R32
Illinois,2010,0,NIT
Connecticut,2010,0,NIT
St. John's,2010,0,NIT
Miami FL,2010,0,NIT
Alabama,2010,0,NIT
UAB,2010,0,NIT
USC,2010,0,NIT
Seton Hall,2010,0,NIT
Boston College,2010,0,NIT
Rhode Island,2010,0,NIT
Cincinnati,2010,0,NIT
Siena,2010,4,R64
Murray St.,2010,4,R32
Missouri St.,2010,0,NIT
Wichita St.,2010,0,NIT
Iowa St.,2010,0,NIT
North Carolina,2010,0,NIT
Texas Tech,2010,0,NIT
South Florida,2010,0,NIT
Wright St.,2010,0,NIT
Michigan,2010,0,NIT
North Carolina St.,2010,0,NIT
Colorado,2010,0,NIT
Marshall,2010,0,NIT
Georgia,2010,0,NIT
Wofford,2010,4,R64
Nevada,2010,0,NIT
Providence,2010,0,NIT
Tulsa,2010,0,NIT
Northeastern,2010,0,NIT
Northwestern,2010,0,NIT
Houston,2010,4,R64
Auburn,2010,0,NIT
South Carolina,2010,0,NIT
Virginia,2010,0,NIT
Nebraska,2010,0,NIT
Arizona,2010,0,NIT
Saint Louis,2010,0,NIT
Oklahoma,2010,0,NIT
Portland,2010,0,NIT
Pacific,2010,0,NIT
Sam Houston St.,2010,3,R64
Penn St.,2010,0,NIT
Southern Miss,2010,0,NIT
Stanford,2010,0,NIT
Illinois St.,2010,0,NIT
Kent St.,2010,0,NIT
Ohio,2010,3,R32
UCLA,2010,0,NIT
Charlotte,2010,0,NIT
Morehead St.,2010,0,NIT
IUPUI,2010,0,NIT
Creighton,2010,0,NIT
Bradley,2010,0,NIT
Arkansas,2010,0,NIT
Washington St.,2010,0,NIT
Akron,2010,0,NIT
George Washington,2010,0,NIT
Iona,2010,0,NIT
New Mexico St.,2010,5,R64
Oregon,2010,0,NIT
Southern Illinois,2010,0,NIT
Fairfield,2010,0,NIT
Hofstra,2010,0,NIT
Louisiana Tech,2010,0,NIT
Oregon St.,2010,0,NIT
William & Mary,2010,0,NIT
Milwaukee,2010,0,NIT
Utah,2010,0,NIT
Harvard,2010,0,NIT
Green Bay,2010,0,NIT
Princeton,2010,0,NIT
Montana,2010,3,R64
Boston University,2010,0,NIT
Niagara,2010,0,NIT
Belmont,2010,0,NIT
Western Kentucky,2010,0,NIT
Weber St.,2010,0,NIT
SMU,2010,0,NIT
St. Bonaventure,2010,0,NIT
UC Santa Barbara,2010,2,R64
Appalachian St.,2010,0,NIT
Detroit,2010,0,NIT
Northern Colorado,2010,0,NIT
College of Charleston,2010,0,NIT
Drake,2010,0,NIT
Duquesne,2010,0,NIT
Oakland,2010,3,R64
Western Carolina,2010,0,NIT
Indiana St.,2010,0,NIT
Long Beach St.,2010,0,NIT
Coastal Carolina,2010,0,NIT
Cleveland St.,2010,0,NIT
TCU,2010,0,NIT
Vermont,2010,1,R64
Stephen F. Austin,2010,0,NIT
Oral Roberts,2010,0,NIT
Colorado St.,2010,0,NIT
Drexel,2010,0,NIT
George Mason,2010,0,NIT
Western Michigan,2010,0,NIT
Idaho,2010,0,NIT
Rutgers,2010,0,NIT
La Salle,2010,0,NIT
DePaul,2010,0,NIT
Boise St.,2010,0,NIT
Miami OH,2010,0,NIT
Campbell,2010,0,NIT
Loyola Marymount,2010,0,NIT
Middle Tennessee,2010,0,NIT
UCF,2010,0,NIT
LSU,2010,0,NIT
East Tennessee St.,2010,1,R64
Jacksonville,2010,0,NIT
Indiana,2010,0,NIT
Saint Joseph's,2010,0,NIT
Morgan St.,2010,2,R64
Stony Brook,2010,0,NIT
Buffalo,2010,0,NIT
Saint Peter's,2010,0,NIT
Eastern Kentucky,2010,0,NIT
Denver,2010,0,NIT
Iowa,2010,0,NIT
Central Michigan,2010,0,NIT
Fresno St.,2010,0,NIT
Valparaiso,2010,0,NIT
Massachusetts,2010,0,NIT
Lehigh,2010,1,R64
North Texas,2010,2,R64
UTSA,2010,0,NIT
Troy,2010,0,NIT
San Diego,2010,0,NIT
Robert Morris,2010,2,R64
Texas A&M Corpus Chris,2010,0,NIT
Seattle,2010,0,NIT
Manhattan,2010,0,NIT
San Jose St.,2010,0,NIT
Mount St. Mary's,2010,0,NIT
Davidson,2010,0,NIT
Lipscomb,2010,0,NIT
San Francisco,2010,0,NIT
The Citadel,2010,0,NIT
Rider,2010,0,NIT
Arkansas St.,2010,0,NIT
Eastern Michigan,2010,0,NIT
Bowling Green,2010,0,NIT
Quinnipiac,2010,0,NIT
Evansville,2010,0,NIT
Canisius,2010,0,NIT
Austin Peay,2010,0,NIT
Georgia St.,2010,0,NIT
Loyola Chicago,2010,0,NIT
South Dakota St.,2010,0,NIT
Mercer,2010,0,NIT
Eastern Illinois,2010,0,NIT
Montana St.,2010,0,NIT
Southeastern Louisiana,2010,0,NIT
Tulane,2010,0,NIT
Loyola MD,2010,0,NIT
Louisiana Lafayette,2010,0,NIT
Ball St.,2010,0,NIT
Portland St.,2010,0,NIT
Texas St.,2010,0,NIT
James Madison,2010,0,NIT
Florida Atlantic,2010,0,NIT
East Carolina,2010,0,NIT
IPFW,2010,0,NIT
Cal St. Fullerton,2010,0,NIT
Rice,2010,0,NIT
UNC Wilmington,2010,0,NIT
Radford,2010,0,NIT
UC Davis,2010,0,NIT
Hampton,2010,0,NIT
Youngstown St.,2010,0,NIT
Air Force,2010,0,NIT
Maine,2010,0,NIT
Holy Cross,2010,0,NIT
Northern Arizona,2010,0,NIT
Bucknell,2010,0,NIT
Illinois Chicago,2010,0,NIT
Northern Illinois,2010,0,NIT
Wyoming,2010,0,NIT
Santa Clara,2010,0,NIT
Winthrop,2010,1,R64
UC Riverside,2010,0,NIT
Cal St. Northridge,2010,0,NIT
Hawaii,2010,0,NIT
Furman,2010,0,NIT
Lafayette,2010,0,NIT
Samford,2010,0,NIT
Towson,2010,0,NIT
Arkansas Pine Bluff,2010,1,R64
UNC Greensboro,2010,0,NIT
Chattanooga,2010,0,NIT
Tennessee Tech,2010,0,NIT
North Dakota St.,2010,0,NIT
Jackson St.,2010,0,NIT
Cal Poly,2010,0,NIT
South Alabama,2010,0,NIT
Elon,2010,0,NIT
UT Arlington,2010,0,NIT
South Dakota,2010,0,NIT
Army,2010,0,NIT
Western Illinois,2010,0,NIT
Tennessee St.,2010,0,NIT
Nicholls St.,2010,0,NIT
UC Irvine,2010,0,NIT
Yale,2010,0,NIT
Delaware,2010,0,NIT
Delaware St.,2010,0,NIT
McNeese St.,2010,0,NIT
LIU Brooklyn,2010,0,NIT
South Carolina St.,2010,0,NIT
Brown,2010,0,NIT
Eastern Washington,2010,0,NIT
New Hampshire,2010,0,NIT
North Florida,2010,0,NIT
Colgate,2010,0,NIT
Pepperdine,2010,0,NIT
Texas Southern,2010,0,NIT
Louisiana Monroe,2010,0,NIT
Kennesaw St.,2010,0,NIT
Navy,2010,0,NIT
Jacksonville St.,2010,0,NIT
American,2010,0,NIT
Binghamton,2010,0,NIT
Norfolk St.,2010,0,NIT
Arkansas Little Rock,2010,0,NIT
Lamar,2010,0,NIT
High Point,2010,0,NIT
UNC Asheville,2010,0,NIT
Northwestern St.,2010,0,NIT
USC Upstate,2010,0,NIT
Bethune Cookman,2010,0,NIT
Sacred Heart,2010,0,NIT
Georgia Southern,2010,0,NIT
Longwood,2010,0,NIT
Florida Gulf Coast,2010,0,NIT
Fordham,2010,0,NIT
Sacramento St.,2010,0,NIT
Idaho St.,2010,0,NIT
Alabama St.,2010,0,NIT
UMKC,2010,0,NIT
Columbia,2010,0,NIT
Monmouth,2010,0,NIT
Albany,2010,0,NIT
Cal St. Bakersfield,2010,0,NIT
Central Arkansas,2010,0,NIT
FIU,2010,0,NIT
Penn,2010,0,NIT
Savannah St.,2010,0,NIT
Charleston Southern,2010,0,NIT
Liberty,2010,0,NIT
Prairie View A&M,2010,0,NIT
New Orleans,2010,0,NIT
St. Francis PA,2010,0,NIT
Central Connecticut,2010,0,NIT
Hartford,2010,0,NIT
North Carolina A&T,2010,0,NIT
Southeast Missouri St.,2010,0,NIT
VMI,2010,0,NIT
Centenary,2010,0,NIT
Fairleigh Dickinson,2010,0,NIT
Maryland Eastern Shore,2010,0,NIT
St. Francis NY,2010,0,NIT
Houston Baptist,2010,0,NIT
UMBC,2010,0,NIT
Florida A&M,2010,0,NIT
Southern Utah,2010,0,NIT
Presbyterian,2010,0,NIT
Toledo,2010,0,NIT
UT Rio Grande Valley,2010,0,NIT
Coppin St.,2010,0,NIT
Mississippi Valley St.,2010,0,NIT
Tennessee Martin,2010,0,NIT
Stetson,2010,0,NIT
Winston Salem St.,2010,0,NIT
Gardner Webb,2010,0,NIT
Utah Valley,2010,0,NIT
Alabama A&M,2010,0,NIT
North Carolina Central,2010,0,NIT
NJIT,2010,0,NIT
Wagner,2010,0,NIT
Dartmouth,2010,0,NIT
SIU Edwardsville,2010,0,NIT
Marist,2010,0,NIT
Howard,2010,0,NIT
Chicago St.,2010,0,NIT
Grambling St.,2010,0,NIT
North Dakota,2010,0,NIT
Southern,2010,0,NIT
Bryant,2010,0,NIT
Alcorn St.,2010,0,NIT
Ohio St.,2011,16,S16
Kansas,2011,16,E8
Duke,2011,16,S16
Texas,2011,13,R32
Kentucky,2011,13,F4
Pittsburgh,2011,16,R32
Wisconsin,2011,13,S16
Notre Dame,2011,15,R32
Purdue,2011,14,R32
San Diego St.,2011,15,S16
North Carolina,2011,15,E8
Illinois,2011,8,R32
Connecticut,2011,14,CHMP
Syracuse,2011,14,R32
Louisville,2011,13,R64
BYU,2011,14,S16
Florida,2011,15,E8
Washington,2011,10,R32
West Virginia,2011,12,R32
Arizona,2011,12,E8
Kansas St.,2011,12,R32
Clemson,2011,5,R64
Cincinnati,2011,11,R32
Utah St.,2011,5,R64
Michigan,2011,9,R32
St. John's,2011,11,R64
UNLV,2011,9,R64
Gonzaga,2011,6,R32
Wichita St.,2011,0,NIT
Marquette,2011,6,S16
Virginia Tech,2011,0,NIT
Florida St.,2011,7,S16
Vanderbilt,2011,12,R64
Villanova,2011,8,R64
Belmont,2011,4,R64
Georgetown,2011,11,R64
Butler,2011,9,F2
Temple,2011,10,R32
Penn St.,2011,7,R64
Maryland,2011,0,NIT
George Mason,2011,9,R32
Alabama,2011,0,NIT
UCLA,2011,10,R32
Michigan St.,2011,7,R64
USC,2011,6,R64
Missouri,2011,6,R64
Saint Mary's,2011,0,NIT
Northwestern,2011,0,NIT
Xavier,2011,11,R64
Richmond,2011,5,S16
Tennessee,2011,8,R64
Washington St.,2011,0,NIT
Georgia,2011,7,R64
Old Dominion,2011,8,R64
Miami FL,2011,0,NIT
Seton Hall,2011,0,NIT
Minnesota,2011,0,NIT
New Mexico,2011,0,NIT
Texas A&M,2011,10,R64
Duquesne,2011,0,NIT
Colorado,2011,0,NIT
VCU,2011,6,F4
Boston College,2011,0,NIT
UAB,2011,5,R64
UTEP,2011,0,NIT
Oakland,2011,4,R64
College of Charleston,2011,0,NIT
California,2011,0,NIT
Cleveland St.,2011,0,NIT
Iona,2011,0,NIT
Southern Miss,2011,0,NIT
Mississippi,2011,0,NIT
Nebraska,2011,0,NIT
Oregon,2011,0,NIT
Missouri St.,2011,0,NIT
Oklahoma St.,2011,0,NIT
Virginia,2011,0,NIT
Iowa,2011,0,NIT
Colorado St.,2011,0,NIT
Baylor,2011,0,NIT
Indiana,2011,0,NIT
Rutgers,2011,0,NIT
Iowa St.,2011,0,NIT
Creighton,2011,0,NIT
Wofford,2011,3,R64
Princeton,2011,4,R64
Marshall,2011,0,NIT
Harvard,2011,0,NIT
Memphis,2011,5,R64
Arkansas,2011,0,NIT
North Carolina St.,2011,0,NIT
Portland,2011,0,NIT
Tulsa,2011,0,NIT
Boise St.,2011,0,NIT
Drexel,2011,0,NIT
Georgia Tech,2011,0,NIT
Indiana St.,2011,3,R64
Northern Iowa,2011,0,NIT
Long Beach St.,2011,0,NIT
Bucknell,2011,3,R64
Dayton,2011,0,NIT
Mississippi St.,2011,0,NIT
South Dakota St.,2011,0,NIT
Stanford,2011,0,NIT
East Tennessee St.,2011,0,NIT
Fairfield,2011,0,NIT
Valparaiso,2011,0,NIT
South Florida,2011,0,NIT
Kent St.,2011,0,NIT
Providence,2011,0,NIT
UCF,2011,0,NIT
Wright St.,2011,0,NIT
Morehead St.,2011,4,R32
Arizona St.,2011,0,NIT
Texas Tech,2011,0,NIT
Rhode Island,2011,0,NIT
Santa Clara,2011,0,NIT
Montana,2011,0,NIT
Saint Louis,2011,0,NIT
Buffalo,2011,0,NIT
Detroit,2011,0,NIT
Akron,2011,2,R64
Oral Roberts,2011,0,NIT
James Madison,2011,0,NIT
South Carolina,2011,0,NIT
LIU Brooklyn,2011,2,R64
St. Bonaventure,2011,0,NIT
Austin Peay,2011,0,NIT
Northern Colorado,2011,2,R64
Rider,2011,0,NIT
Saint Peter's,2011,3,R64
Air Force,2011,0,NIT
Ohio,2011,0,NIT
Vermont,2011,0,NIT
IUPUI,2011,0,NIT
Murray St.,2011,0,NIT
Loyola Chicago,2011,0,NIT
SMU,2011,0,NIT
Utah,2011,0,NIT
Milwaukee,2011,0,NIT
UC Santa Barbara,2011,2,R64
Idaho,2011,0,NIT
Oklahoma,2011,0,NIT
San Francisco,2011,0,NIT
Pacific,2011,0,NIT
Hawaii,2011,0,NIT
Robert Morris,2011,0,NIT
Northern Arizona,2011,0,NIT
George Washington,2011,0,NIT
Coastal Carolina,2011,0,NIT
Nevada,2011,0,NIT
Hofstra,2011,0,NIT
Rice,2011,0,NIT
Davidson,2011,0,NIT
New Mexico St.,2011,0,NIT
San Jose St.,2011,0,NIT
East Carolina,2011,0,NIT
Oregon St.,2011,0,NIT
Western Michigan,2011,0,NIT
North Dakota St.,2011,0,NIT
Central Connecticut,2011,0,NIT
Quinnipiac,2011,0,NIT
Sam Houston St.,2011,0,NIT
Green Bay,2011,0,NIT
TCU,2011,0,NIT
Western Carolina,2011,0,NIT
Furman,2011,0,NIT
Jacksonville,2011,0,NIT
La Salle,2011,0,NIT
Cal Poly,2011,0,NIT
UNC Asheville,2011,1,R64
Evansville,2011,0,NIT
Weber St.,2011,0,NIT
Ball St.,2011,0,NIT
American,2011,0,NIT
IPFW,2011,0,NIT
Massachusetts,2011,0,NIT
Boston University,2011,1,R64
Drake,2011,0,NIT
Bradley,2011,0,NIT
Northeastern,2011,0,NIT
Miami OH,2011,0,NIT
North Texas,2011,0,NIT
Lipscomb,2011,0,NIT
Fresno St.,2011,0,NIT
Southern Illinois,2011,0,NIT
Penn,2011,0,NIT
Florida Atlantic,2011,0,NIT
LSU,2011,0,NIT
Canisius,2011,0,NIT
Stephen F. Austin,2011,0,NIT
Saint Joseph's,2011,0,NIT
Delaware,2011,0,NIT
Loyola Marymount,2011,0,NIT
UTSA,2011,1,R64
Yale,2011,0,NIT
Cornell,2011,0,NIT
Columbia,2011,0,NIT
Loyola MD,2011,0,NIT
Middle Tennessee,2011,0,NIT
William & Mary,2011,0,NIT
McNeese St.,2011,0,NIT
Tulane,2011,0,NIT
Lehigh,2011,0,NIT
Denver,2011,0,NIT
DePaul,2011,0,NIT
Mercer,2011,0,NIT
Wyoming,2011,0,NIT
Siena,2011,0,NIT
Appalachian St.,2011,0,NIT
Maine,2011,0,NIT
Charlotte,2011,0,NIT
Illinois St.,2011,0,NIT
Houston,2011,0,NIT
St. Francis NY,2011,0,NIT
Western Kentucky,2011,0,NIT
Stony Brook,2011,0,NIT
UC Irvine,2011,0,NIT
UNC Wilmington,2011,0,NIT
Tennessee Tech,2011,0,NIT
Arkansas St.,2011,0,NIT
Georgia St.,2011,0,NIT
Arkansas Little Rock,2011,1,R64
Youngstown St.,2011,0,NIT
Brown,2011,0,NIT
Elon,2011,0,NIT
Louisiana Lafayette,2011,0,NIT
Tennessee St.,2011,0,NIT
Lafayette,2011,0,NIT
Cal St. Northridge,2011,0,NIT
North Florida,2011,0,NIT
Auburn,2011,0,NIT
Albany,2011,0,NIT
Hampton,2011,1,R64
VMI,2011,0,NIT
Pepperdine,2011,0,NIT
Eastern Kentucky,2011,0,NIT
Nicholls St.,2011,0,NIT
Lamar,2011,0,NIT
Holy Cross,2011,0,NIT
Bowling Green,2011,0,NIT
Wake Forest,2011,0,NIT
Wagner,2011,0,NIT
Southern Utah,2011,0,NIT
UC Davis,2011,0,NIT
Morgan St.,2011,0,NIT
Utah Valley,2011,0,NIT
Illinois Chicago,2011,0,NIT
Winthrop,2011,0,NIT
Charleston Southern,2011,0,NIT
Texas St.,2011,0,NIT
Seattle,2011,0,NIT
Eastern Washington,2011,0,NIT
Cal St. Fullerton,2011,0,NIT
Campbell,2011,0,NIT
Southeastern Louisiana,2011,0,NIT
Louisiana Tech,2011,0,NIT
Liberty,2011,0,NIT
UT Arlington,2011,0,NIT
Northwestern St.,2011,0,NIT
UMKC,2011,0,NIT
Montana St.,2011,0,NIT
Towson,2011,0,NIT
Mount St. Mary's,2011,0,NIT
Troy,2011,0,NIT
Chattanooga,2011,0,NIT
Central Michigan,2011,0,NIT
Portland St.,2011,0,NIT
UNC Greensboro,2011,0,NIT
Hartford,2011,0,NIT
FIU,2011,0,NIT
Sacred Heart,2011,0,NIT
Army,2011,0,NIT
Navy,2011,0,NIT
San Diego,2011,0,NIT
Presbyterian,2011,0,NIT
Florida Gulf Coast,2011,0,NIT
Eastern Michigan,2011,0,NIT
The Citadel,2011,0,NIT
Bethune Cookman,2011,0,NIT
UC Riverside,2011,0,NIT
Fordham,2011,0,NIT
Gardner Webb,2011,0,NIT
Monmouth,2011,0,NIT
Northern Illinois,2011,0,NIT
Coppin St.,2011,0,NIT
Savannah St.,2011,0,NIT
New Hampshire,2011,0,NIT
Jacksonville St.,2011,0,NIT
Idaho St.,2011,0,NIT
South Alabama,2011,0,NIT
Tennessee Martin,2011,0,NIT
Stetson,2011,0,NIT
South Dakota,2011,0,NIT
North Dakota,2011,0,NIT
St. Francis PA,2011,0,NIT
Norfolk St.,2011,0,NIT
Cal St. Bakersfield,2011,0,NIT
Manhattan,2011,0,NIT
Southeast Missouri St.,2011,0,NIT
Jackson St.,2011,0,NIT
Niagara,2011,0,NIT
Samford,2011,0,NIT
North Carolina A&T,2011,0,NIT
Eastern Illinois,2011,0,NIT
Longwood,2011,0,NIT
Colgate,2011,0,NIT
Texas A&M Corpus Chris,2011,0,NIT
North Carolina Central,2011,0,NIT
NJIT,2011,0,NIT
Binghamton,2011,0,NIT
Mississippi Valley St.,2011,0,NIT
Texas Southern,2011,0,NIT
Alabama St.,2011,1,R64
Delaware St.,2011,0,NIT
Bryant,2011,0,NIT
High Point,2011,0,NIT
Fairleigh Dickinson,2011,0,NIT
USC Upstate,2011,0,NIT
Dartmouth,2011,0,NIT
Kennesaw St.,2011,0,NIT
Marist,2011,0,NIT
Sacramento St.,2011,0,NIT
South Carolina St.,2011,0,NIT
Alabama A&M,2011,0,NIT
Georgia Southern,2011,0,NIT
Florida A&M,2011,0,NIT
Louisiana Monroe,2011,0,NIT
UT Rio Grande Valley,2011,0,NIT
Western Illinois,2011,0,NIT
Central Arkansas,2011,0,NIT
Grambling St.,2011,0,NIT
Maryland Eastern Shore,2011,0,NIT
Houston Baptist,2011,0,NIT
Toledo,2011,0,NIT
Radford,2011,0,NIT
Howard,2011,0,NIT
UMBC,2011,0,NIT
Prairie View A&M,2011,0,NIT
Arkansas Pine Bluff,2011,0,NIT
SIU Edwardsville,2011,0,NIT
Alcorn St.,2011,0,NIT
Centenary,2011,0,NIT
Chicago St.,2011,0,NIT
Southern,2011,0,NIT
Kentucky,2012,16,CHMP
Ohio St.,2012,15,F4
Michigan St.,2012,16,S16
Kansas,2012,15,F2
North Carolina,2012,16,E8
Syracuse,2012,16,E8
Wisconsin,2012,13,S16
Missouri,2012,15,R64
Wichita St.,2012,12,R64
Florida,2012,10,E8
Indiana,2012,13,S16
Vanderbilt,2012,12,R32
Georgetown,2012,14,R32
Memphis,2012,9,R64
Saint Louis,2012,8,R32
Louisville,2012,13,F4
Baylor,2012,14,E8
Duke,2012,15,R64
Marquette,2012,14,S16
New Mexico,2012,12,R32
Florida St.,2012,14,R32
Michigan,2012,13,R64
Cincinnati,2012,11,S16
Gonzaga,2012,10,R32
Purdue,2012,7,R32
Iowa St.,2012,9,R32
Alabama,2012,8,R64
Kansas St.,2012,9,R32
Virginia,2012,7,R64
Temple,2012,12,R64
UNLV,2012,11,R64
Stanford,2012,0,NIT
California,2012,5,R64
Belmont,2012,3,R64
North Carolina St.,2012,6,S16
Connecticut,2012,8,R64
Creighton,2012,9,R32
VCU,2012,5,R32
South Florida,2012,5,R32
St. Bonaventure,2012,3,R64
Texas,2012,6,R64
Harvard,2012,5,R64
West Virginia,2012,7,R64
La Salle,2012,0,NIT
Miami FL,2012,0,NIT
Murray St.,2012,11,R32
Drexel,2012,0,NIT
Minnesota,2012,0,NIT
Pittsburgh,2012,0,NIT
Oregon,2012,0,NIT
Long Beach St.,2012,5,R64
UCLA,2012,0,NIT
Saint Mary's,2012,10,R64
Notre Dame,2012,10,R64
Ohio,2012,4,S16
Middle Tennessee,2012,0,NIT
Xavier,2012,7,S16
Tennessee,2012,0,NIT
Saint Joseph's,2012,0,NIT
Washington,2012,0,NIT
Northwestern,2012,0,NIT
Seton Hall,2012,0,NIT
BYU,2012,3,R64
Mississippi St.,2012,0,NIT
Davidson,2012,4,R64
South Dakota St.,2012,3,R64
Colorado,2012,6,R32
Arizona,2012,0,NIT
Dayton,2012,0,NIT
Villanova,2012,0,NIT
Massachusetts,2012,0,NIT
San Diego St.,2012,11,R64
Southern Miss,2012,8,R64
Denver,2012,0,NIT
Clemson,2012,0,NIT
Iona,2012,3,R64
Wyoming,2012,0,NIT
Oregon St.,2012,0,NIT
Illinois,2012,0,NIT
Iowa,2012,0,NIT
Mississippi,2012,0,NIT
New Mexico St.,2012,4,R64
Washington St.,2012,0,NIT
Oklahoma,2012,0,NIT
Georgia St.,2012,0,NIT
Northern Iowa,2012,0,NIT
Colorado St.,2012,6,R64
LSU,2012,0,NIT
Virginia Tech,2012,0,NIT
Lehigh,2012,2,R32
Akron,2012,0,NIT
Marshall,2012,0,NIT
Missouri St.,2012,0,NIT
Cleveland St.,2012,0,NIT
Illinois St.,2012,0,NIT
Richmond,2012,0,NIT
Mercer,2012,0,NIT
UCF,2012,0,NIT
Georgia,2012,0,NIT
Tulsa,2012,0,NIT
Old Dominion,2012,0,NIT
Oklahoma St.,2012,0,NIT
Maryland,2012,0,NIT
Bucknell,2012,0,NIT
Wagner,2012,0,NIT
Oral Roberts,2012,0,NIT
Princeton,2012,0,NIT
Buffalo,2012,0,NIT
Fairfield,2012,0,NIT
Montana,2012,4,R64
Butler,2012,0,NIT
UC Santa Barbara,2012,0,NIT
Nevada,2012,0,NIT
Texas A&M,2012,0,NIT
Duquesne,2012,0,NIT
George Mason,2012,0,NIT
Valparaiso,2012,0,NIT
Providence,2012,0,NIT
Evansville,2012,0,NIT
Arkansas,2012,0,NIT
Detroit,2012,2,R64
Rutgers,2012,0,NIT
Utah St.,2012,0,NIT
Auburn,2012,0,NIT
Weber St.,2012,0,NIT
Milwaukee,2012,0,NIT
UT Arlington,2012,0,NIT
UNC Asheville,2012,1,R64
Penn St.,2012,0,NIT
Kent St.,2012,0,NIT
East Tennessee St.,2012,0,NIT
Penn,2012,0,NIT
Bowling Green,2012,0,NIT
Indiana St.,2012,0,NIT
Lamar,2012,1,R64
DePaul,2012,0,NIT
Vermont,2012,1,R64
Loyola MD,2012,2,R64
St. John's,2012,0,NIT
UAB,2012,0,NIT
Robert Morris,2012,0,NIT
East Carolina,2012,0,NIT
USC Upstate,2012,0,NIT
Drake,2012,0,NIT
Charlotte,2012,0,NIT
Manhattan,2012,0,NIT
Loyola Marymount,2012,0,NIT
Oakland,2012,0,NIT
UTEP,2012,0,NIT
Nebraska,2012,0,NIT
College of Charleston,2012,0,NIT
Rice,2012,0,NIT
Boise St.,2012,0,NIT
TCU,2012,0,NIT
American,2012,0,NIT
